sonnet,semantic_tortuosity,prosody_conditioned_tortuosity,difference,percent_change,avg_metrical_deviation,num_rhyme_pairs,num_lines
114,3.9452586697558005,3.8483208301485803,-0.09693783960722024,-2.457071835373988,3.0714285714285716,3,14
115,3.1150314474367424,3.068897851901297,-0.046133595535445604,-1.4809993514963526,3.7142857142857144,3,14
116,3.21244548882185,3.1525795265563343,-0.05986596226551555,-1.8635635211189567,2.7857142857142856,6,14
117,3.293130241208489,3.237735109321167,-0.055395131887321813,-1.6821421513833996,2.2142857142857144,6,14
118,3.7214985079138425,3.6024790040503563,-0.11901950386348625,-3.198160730425898,3.5714285714285716,6,14
119,3.7138063956953467,3.639347812947905,-0.07445858274744177,-2.004912879512145,2.2142857142857144,5,14
120,3.420715506999212,3.3585208432130114,-0.06219466378620053,-1.8181770351536828,2.5714285714285716,5,14
121,3.449859984563365,3.3555091799235086,-0.09435080463985646,-2.734916925963245,2.4285714285714284,5,14
122,3.966390814282294,3.8146037595697235,-0.1517870547125706,-3.826830532332099,3.357142857142857,4,14
123,3.9561587392009185,3.818039536111956,-0.13811920308896264,-3.4912452253334134,2.4285714285714284,4,14
124,3.2807392030145173,3.2237660480807095,-0.056973154933807724,-1.7365950600845614,3.357142857142857,6,14
125,4.245900960454185,4.131470166811114,-0.11443079364307174,-2.695088620975065,3.5714285714285716,4,14
126,2.6598929341823214,2.6091702081287576,-0.05072272605356387,-1.9069461556788774,2.5,0,12
127,3.930504059758291,3.8395508653879684,-0.09095319437032279,-2.3140338487760275,2.9285714285714284,5,14
128,3.6576808505417078,3.5488174133874715,-0.1088634371542363,-2.9762967739001467,2.2142857142857144,5,14
129,3.136789476588787,3.0687740808389488,-0.06801539574983817,-2.1683124180779876,3.2142857142857144,3,14
130,3.3717861140535534,3.287049483894846,-0.08473663015870736,-2.5131081062801215,1.8571428571428572,3,14
131,3.556044610570076,3.4924351077621405,-0.06360950280793531,-1.7887712268530278,1.5,5,14
132,4.286816871680089,4.116834993550004,-0.16998187813008503,-3.9652236897039583,2.4285714285714284,5,14
133,3.5890211601996667,3.4969530721956867,-0.09206808800397992,-2.5652701361854864,3.5,4,14
134,4.001433756066194,3.825012131250369,-0.17642162481582524,-4.408960277009938,3.4285714285714284,5,14
135,4.082009740869403,3.9705242413039734,-0.11148549956542997,-2.7311424186284605,3.0714285714285716,3,14
136,4.094303131095512,3.9814473623951887,-0.11285576870032354,-2.7564097011577826,2.9285714285714284,3,14
137,3.6338202354833684,3.517689752187103,-0.1161304832962653,-3.1958235622742,2.857142857142857,3,14
138,3.442919103121406,3.3364745115645587,-0.10644459155684727,-3.091695981481031,2.857142857142857,4,14
139,3.705450590228885,3.5832543087608784,-0.12219628146800643,-3.2977441877172184,3.2857142857142856,5,14
140,3.4290594220346855,3.3256159520254474,-0.10344347000923815,-3.0166718413954565,2.857142857142857,2,14
141,3.9241245625849803,3.7837852420636082,-0.1403393205213721,-3.576321757455245,2.2142857142857144,4,14
142,3.6732527889528335,3.556417042639976,-0.11683574631285731,-3.180716194219911,3.7857142857142856,4,14
143,3.100221069200609,3.0390397673946246,-0.06118130180598458,-1.9734496489232671,3.5714285714285716,3,14
144,3.908688192471088,3.7710850864610688,-0.13760310601001935,-3.520442133887024,2.2857142857142856,6,14
145,3.4623628288686583,3.3635213391421304,-0.09884148972652795,-2.854740956158683,3.2857142857142856,3,14
146,3.56269412214053,3.4603857822177,-0.10230833992283017,-2.871656572677126,1.5714285714285714,4,14
147,3.314924148701391,3.258521653043422,-0.056402495657969176,-1.7014716816390698,2.7857142857142856,6,14
148,3.6439725518716584,3.5376972530279174,-0.10627529884374098,-2.916468149277213,3.5714285714285716,4,14
149,4.378159191858326,4.20498608697541,-0.17317310488291593,-3.9553862090019614,2.642857142857143,4,14
150,3.306732397568086,3.2235734332350368,-0.08315896433304903,-2.5148380435685613,2.5714285714285716,4,14
151,3.9486610468357455,3.825380876926356,-0.1232801699093895,-3.1220752667079363,3.2142857142857144,4,14
152,3.295679790484749,3.2103972479471508,-0.08528254253759826,-2.587707179071981,2.7857142857142856,5,14
153,3.9155344613701977,3.7799256861421324,-0.13560877522806525,-3.4633528721545326,3.142857142857143,5,14
154,2.5848194096551502,2.545684616073668,-0.039134793581482086,-1.5140242848417482,3.533333333333333,5,15
